society,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,facing,agePossession,BHK,Location,Total Floors,Servant_Room,Study_Room,Pooja_Room,Store_Room,Carpet_Area,Built_Up_Area,Super_BuiltUp_Area,piped_gas,waste_disposal,shopping_centre,intercom,power_backup,central_ac,wifi,garden,community,staff,water_storage,visitor_parking,lift,vaastu,security,swimming,gym,luxury_score,Hospital,Mall,Mandir/Church,ATM,Bank,School,College,Metro Station,Airport,Hotel,AC,Wardrobe,Microwave,Fridge,Stove,Curtains,Water Purifier,TV,Modular Kitchen,Geyser,Dining Table,Washing Machine,Exhaust Fan,Chimney,Light,Sofa,Fan,Bed,furnishing_type,area
Pareena Coban Residences,108.0,6625.0,3.0,5.0,3.0,2.0,West,Relatively New,3, Sector 99A Gurgaon,20.0,1,0,0,0,1630.0,1750.0,1997.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0163018867924528
Tata Gurgaon Gateway,175.0,10443.0,2.0,2.0,2.0,10.0,North,Relatively New,2, Sector 113 Gurgaon,24.0,0,1,0,0,,,1580.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,40,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167576366944364
Tata Gurgaon Gateway,245.00000000000003,10786.0,3.0,3.0,3.0,8.0,North,Relatively New,3, Sector 113 Gurgaon,24.0,0,0,0,0,,,2225.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,46,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227146300760244
Tata Gurgaon Gateway,600.0,9139.0,5.0,6.0,3.0,24.0,North,Moderately Old,5, Sector 113 Gurgaon,24.0,0,0,0,0,6565.0,,,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656526972316446
ATS Kocoon,168.0,9627.0,3.0,3.0,3.0,8.0,North-East,Relatively New,3, Sector 109 Gurgaon,20.0,0,0,0,0,,,1745.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,56,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174509192894982
Shapoorji Pallonji Joyville Gurugram,126.0,10041.0,2.0,2.0,2.0,10.0,North,Relatively New,2, Sector 102 Gurgaon,26.0,0,0,0,0,,,1215.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125485509411413
Conscient Heritage Max,182.0,9011.0,3.0,4.0,3.0,12.0,North-East,Relatively New,3, Sector 102 Gurgaon,25.0,1,0,0,0,,,1942.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201975363444678
Puri Diplomatic Greens,258.0,11727.0,3.0,4.0,2.0,9.0,East,Relatively New,3, Sector 111 Gurgaon,21.0,1,0,0,0,,,2200.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,43,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220005116398055
La Vida by Tata Housing,175.0,10489.0,2.0,2.0,3.0,10.0,East,Relatively New,2, Sector 113 Gurgaon,25.0,0,1,0,0,,,1573.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,43,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016684145295071
Sobha City,260.0,15195.0,3.0,3.0,2.0,8.0,East,Relatively New,3, Sector 108 Gurgaon,24.0,0,0,0,0,,,1711.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,47,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171108917407041
Sobha City,290.0,14478.0,3.0,4.0,2.0,11.0,North-East,Relatively New,3, Sector 108 Gurgaon,24.0,0,0,0,0,,,2003.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200303909379748
MM Woodshire,140.0,5929.0,3.0,4.0,3.0,6.0,North-East,Relatively New,3, Sector 107 Gurgaon,14.0,1,0,0,0,,,2361.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236127508854781
ATS Tourmaline,295.0,9365.0,4.0,5.0,3.0,10.0,North-East,Relatively New,4, Sector 109 Gurgaon,27.0,1,0,0,0,,,3150.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315002669514148
ATS Tourmaline,225.0,8704.0,3.0,4.0,3.0,14.0,North-East,Relatively New,3, Sector 109 Gurgaon,27.0,1,0,0,0,,,2585.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258501838235294
ATS Tourmaline,140.0,8000.0,3.0,3.0,3.0,9.0,East,Relatively New,3, Sector 109 Gurgaon,27.0,0,0,0,0,,,1750.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175
SBTL Caladium,126.0,6542.0,3.0,2.0,3.0,8.0,North-East,Relatively New,3, Sector 109 Gurgaon,19.0,0,0,0,0,,,1880.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192601650871293
Tulip Violet,170.0,8623.0,4.0,4.0,1.0,12.0,North-West,Relatively New,4, Sector 69 Gurgaon,14.0,0,0,0,0,,,1970.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,37,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0197147164559897
Tulip Violet,143.0,9039.0,3.0,3.0,2.0,1.0,North-East,Relatively New,3, Sector 69 Gurgaon,14.0,0,0,1,0,,,1578.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0158203341077552
Tulip Violet,130.0,8283.0,3.0,3.0,1.0,12.0,South-West,Relatively New,3, Sector 69 Gurgaon,14.0,0,0,1,0,,,1568.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,47,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0156947965712905
Tulip Violet,132.0,8411.0,3.0,3.0,1.0,12.0,South-East,Relatively New,3, Sector 69 Gurgaon,14.0,0,0,1,0,,,1568.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,47,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0156937343954345
Tulip Violet,200.0,9950.0,4.0,4.0,2.0,0.0,West,Relatively New,4, Sector 69 Gurgaon,14.0,0,0,0,0,,,2010.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,47,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0201005025125628
Tulip Violet,143.0,8886.0,3.0,3.0,2.0,1.0,North-West,Relatively New,3, Sector 69 Gurgaon,14.0,0,0,1,0,,,1608.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,47,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0160927301372946
DLF The Ultima,346.0,12047.0,4.0,4.0,3.0,10.0,East,New Property,4, Sector 81 Gurgaon,28.0,1,0,0,0,,,2872.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,6,4,1,1,1,1,0,0,1,6,0,0,0,0,0,0,0,0,1,0.0287208433634929
DLF The Ultima,225.0,10553.0,3.0,3.0,3.0,6.0,East,New Property,3, Sector 81 Gurgaon,30.0,1,0,0,0,,,2132.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5,5,1,1,1,1,0,0,1,5,0,0,0,0,0,0,0,0,1,0.0213209513882308
ATS Kocoon,170.0,9742.0,3.0,3.0,3.0,21.0,West,Moderately Old,3, Sector 109 Gurgaon,22.0,0,0,0,0,1250.0,1550.0,1745.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174502155614863
SBTL Caladium,180.0,7072.0,3.0,3.0,3.0,10.0,East,Relatively New,3, Sector 109 Gurgaon,19.0,0,0,0,0,1527.0,,2545.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254524886877828
SBTL Caladium,135.0,7180.0,3.0,2.0,3.0,12.0,West,Relatively New,3, Sector 109 Gurgaon,19.0,0,0,0,0,1128.0,,1880.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0188022284122562
MM Golfestate,540.0,18126.0,3.0,4.0,3.0,19.0,North-East,Moderately Old,3, Sector 65 Gurgaon,40.0,1,1,0,0,,,2979.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,6,4,0,0,1,1,0,0,1,5,0,0,0,0,0,0,0,0,2,0.0297914597815292
Shree Arihant Apartment,155.0,7380.0,3.0,3.0,3.0,3.0,North-East,Moderately Old,3, Sector 54 Gurgaon,9.0,0,0,1,0,1900.0,2000.0,2100.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,44,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,5,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,0.0210027100271002
MM Skywalk,160.0,9512.0,2.0,2.0,2.0,26.0,South,Relatively New,2, Sector 74 Gurgaon,30.0,0,0,0,0,1345.0,,1682.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3,3,0,0,0,4,1,0,1,3,0,0,0,0,0,0,0,0,2,0.016820857863751
The Lions CGHS,209.0,8708.0,4.0,4.0,3.0,7.0,East,Relatively New,4, Sector 56 Gurgaon,9.0,0,0,0,0,2200.0,2300.0,2400.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,44,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.0240009186954524
Sunischit Apartments,175.0,7954.0,3.0,3.0,3.0,6.0,North-East,Moderately Old,3, Sector 54 Gurgaon,9.0,1,0,0,0,2000.0,2100.0,2200.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,34,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.0220015086748805
Emaar Palm Gardens,138.0,8023.0,3.0,3.0,3.0,5.0,South-West,Relatively New,3, Sector 83 Gurgaon,15.0,1,0,0,0,1150.0,1350.0,1720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0.017200548423283
Emaar MGF Emerald Floors Premier,225.0,13636.0,3.0,3.0,3.0,3.0,South-West,Relatively New,3, Sector 65 Gurgaon,4.0,1,1,0,0,1350.0,1600.0,1650.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5,3,0,0,1,4,0,0,1,3,0,0,0,0,0,0,0,0,2,0.0165004400117336
DLF The Ultima,240.0,11412.0,3.0,4.0,3.0,19.0,North-West,Relatively New,3, Sector 81 Gurgaon,30.0,1,0,0,0,,,2103.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0.021030494216614
Emaar Palm Gardens,172.0,9052.0,3.0,3.0,3.0,4.0,South,Relatively New,3, Sector 83 Gurgaon,16.0,1,0,0,0,1240.04,1600.0,1900.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.0190013256738842
Umang Monsoon Breeze,88.0,4746.0,3.0,4.0,3.0,8.0,North-West,Moderately Old,3, Sector 78 Gurgaon,12.0,1,0,1,0,1501.0,1668.0,1854.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0185419300463548
Emaar Palm Gardens,315.0,8400.0,5.0,7.0,3.0,15.0,West,Relatively New,5, Sector 83 Gurgaon,16.0,1,0,0,0,2444.94,3200.0,3750.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5,5,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,2,0.0375
BPTP Terra,172.0,9497.0,3.0,3.0,3.0,9.0,South,Relatively New,3, Sector 37D Gurgaon,19.0,0,1,0,0,996.3,,1811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0.0181109824154996
MM Skywalk,147.0,10954.0,2.0,2.0,3.0,26.0,,New Property,2, Sector 74 Gurgaon,30.0,0,0,0,0,,,1415.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,17,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0.0134197553405148
CHD Avenue ,110.0,6104.0,3.0,4.0,3.0,3.0,South,Moderately Old,3, Sector 71 Gurgaon,14.0,1,0,0,0,,,1802.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,15,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180209698558322
CHD Avenue ,132.0,6019.0,4.0,4.0,3.0,14.0,South,Moderately Old,4, Sector 71 Gurgaon,14.0,1,0,0,0,,,2193.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,24,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219305532480478
CHD Avenue ,130.0,5531.0,4.0,4.0,3.0,5.0,North-East,Moderately Old,4, Sector 71 Gurgaon,14.0,1,0,0,0,,,2350.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235038871813415
CHD Avenue ,135.0,5744.0,4.0,4.0,3.0,8.0,North-West,Moderately Old,4, Sector 71 Gurgaon,22.0,1,0,0,0,,,2350.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,15,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235027855153203
BPTP Mansions Park Prime,300.0,10853.0,4.0,4.0,3.0,3.0,North,Relatively New,4, Sector 66 Gurgaon,18.0,1,1,1,0,2500.0,2700.0,2764.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6,4,0,0,1,8,0,0,1,4,0,0,0,0,0,0,0,0,2,0.0276421266009398
DLF The Skycourt,160.0,8294.0,3.0,3.0,3.0,9.0,North-East,Relatively New,3, Sector 86 Gurgaon,19.0,0,0,0,0,1300.0,1548.0,1929.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,56,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5,3,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,0.0192910537738123
Bestech Park View City ,300.0,12589.0,4.0,4.0,3.0,5.0,North-East,Moderately Old,4, Sector 49 Gurgaon,14.0,1,0,1,0,2000.0,2200.0,2383.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0.023830328064183
HSIIDC Sidco Aravali,90.0,3477.0,3.0,3.0,3.0,8.0,East,Moderately Old,3, Sector 1 Imt Manesar,10.0,1,0,0,0,,1900.0,2588.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258843830888697
Sunischit Apartments,175.0,7954.0,3.0,4.0,3.0,5.0,East,Moderately Old,3, Sector 54 Gurgaon,9.0,1,0,0,0,1700.0,1900.0,2200.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.0220015086748805
Shapoorji Pallonji Joyville Gurugram,200.0,10799.0,3.0,3.0,3.0,9.0,South-East,Relatively New,3, Sector 102 Gurgaon,26.0,0,0,0,0,,,1852.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185202333549402
Shapoorji Pallonji Joyville Gurugram,180.0,10638.0,3.0,3.0,3.0,5.0,North,Relatively New,3, Sector 102 Gurgaon,26.0,0,0,0,0,,,1692.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169204737732656
ATS Kocoon,160.0,9169.0,3.0,3.0,3.0,10.0,North,Relatively New,3, Sector 109 Gurgaon,20.0,0,0,0,0,,1550.0,1745.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,33,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174501036099901
Mahindra Aura,140.0,9655.0,3.0,3.0,3.0,10.0,North,Relatively New,3, Sector 110 A Gurgaon,14.0,0,0,0,0,1450.0,1550.0,1615.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.0145002589331952
Mahindra Aura,180.0,8814.0,3.0,3.0,3.0,7.0,South-East,Relatively New,3, Sector 110 A Gurgaon,18.0,1,0,0,0,1650.0,1850.0,2042.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,46,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0.0204220558202859
Bestech Park View Spa Next,270.0,11489.0,4.0,4.0,3.0,9.0,South-West,Moderately Old,4, Sector 67 Gurgaon,14.0,1,0,1,0,,,2350.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4,4,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,2,0.023500739838106
DLF The Skycourt,155.0,8031.0,3.0,3.0,3.0,5.0,South,Relatively New,3, Sector 86 Gurgaon,19.0,0,0,0,0,1720.0,1900.0,1930.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019300211679741
Mapsko Royale Ville,115.0,6424.0,3.0,4.0,2.0,15.0,North-East,Relatively New,3, Sector 82 Gurgaon,18.0,1,0,1,0,,,1790.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,46,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,3,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,2,0.0179016189290161
